empid,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,left
1493,0.38,0.55,2,160,3,0,0,low,1
614,0.81,0.97,5,243,5,0,0,medium,1
3699,0.42,0.86,2,108,5,0,0,high,0
1638,0.09,0.91,6,275,4,0,0,medium,1
4778,0.63,0.58,4,141,3,1,0,medium,0
1648,0.42,0.55,2,150,3,0,0,low,1
350,0.4,0.46,2,149,3,0,0,medium,1
75,0.11,0.97,6,277,4,0,0,medium,1
1849,0.78,0.86,5,274,5,0,0,low,1
2624,0.91,0.61,4,243,2,1,0,low,0
3156,1.0,0.89,3,194,3,0,0,medium,0
1800,0.38,0.5,2,145,3,0,0,low,1
496,0.82,0.99,4,263,6,0,0,medium,1
1631,0.1,0.86,6,288,4,0,0,medium,1
4206,0.99,0.69,3,206,2,0,0,medium,0
552,0.75,0.99,5,254,5,0,0,low,1
1654,0.1,0.88,7,282,4,0,0,low,1
2475,0.5,0.55,4,148,3,1,0,low,0
3483,0.78,0.92,5,137,2,0,0,low,0
1495,0.17,0.75,3,188,4,0,0,low,1
3857,0.62,0.69,4,165,4,1,0,medium,0
861,0.79,1.0,4,218,5,0,0,low,1
3485,0.8,0.97,5,271,4,0,0,low,0
3854,0.74,0.77,3,233,3,0,0,low,0
345,0.37,0.52,2,155,3,0,0,medium,1
4791,0.7,0.54,4,150,4,0,0,low,0
128,0.7,0.89,3,183,5,0,0,low,1
421,0.09,0.96,6,268,4,0,0,medium,1
1301,0.1,0.97,7,284,4,0,0,low,1
4147,0.18,0.81,5,140,4,0,0,low,0
4083,0.49,0.99,3,221,2,1,0,medium,0
235,0.48,0.57,4,270,4,0,0,low,1
2460,0.61,0.48,3,250,2,0,0,low,0
1305,0.89,0.98,4,242,6,0,0,low,1
484,0.42,0.54,2,143,3,1,0,low,1
443,0.77,1.0,5,229,5,0,0,low,1
4256,0.76,0.95,2,156,4,0,0,high,0
1389,0.14,0.7,5,236,3,0,0,medium,1
1153,0.39,0.55,2,152,3,1,0,medium,1
2265,0.47,0.64,3,192,3,0,0,low,0
1404,0.86,0.96,5,245,6,0,0,medium,1
4914,0.9,0.72,5,237,2,0,0,low,0
3446,0.73,0.73,4,194,2,0,0,low,0
3983,0.6,0.95,3,221,3,0,0,low,0
3385,0.89,0.91,5,156,4,0,0,medium,0
4218,0.63,0.55,3,160,3,0,0,low,0
2796,0.64,0.61,5,249,3,1,0,medium,0
3153,0.83,0.98,3,159,2,0,0,medium,0
2022,0.98,0.66,5,248,3,0,0,medium,0
945,0.11,0.85,7,272,4,0,0,low,1
4970,0.89,0.88,3,165,4,0,0,medium,0
3982,0.7,0.78,4,254,4,0,0,low,0
1984,0.43,0.48,2,136,3,0,0,high,1
3535,0.59,0.66,3,186,3,0,0,medium,0
2774,0.63,0.56,4,248,2,1,0,low,0
1228,0.39,0.54,2,131,3,0,0,low,1
1328,0.42,0.47,2,157,3,0,0,low,1
2805,0.66,0.85,4,237,3,1,0,medium,0
1007,0.4,0.47,2,151,3,0,0,medium,1
1229,0.1,0.85,7,310,5,0,0,low,1
260,0.11,0.84,6,287,4,0,0,medium,1
4599,0.95,0.54,4,180,5,0,0,high,0
4605,0.93,0.68,3,272,2,1,0,low,0
3151,0.88,0.74,5,245,2,0,0,medium,0
912,0.43,0.51,2,140,3,0,0,low,1
1477,0.79,0.95,5,228,5,0,0,high,1
2090,0.84,0.58,4,208,3,0,0,medium,0
3549,0.99,0.93,3,261,3,0,0,low,0
1916,0.39,0.54,2,154,3,0,0,low,1
675,0.46,0.5,2,157,3,0,0,low,1
4318,0.53,0.99,3,188,3,0,0,high,0
2144,0.88,0.68,5,157,4,1,0,medium,0
4877,0.8,0.93,3,260,3,0,0,low,0
2996,0.5,0.59,4,192,2,0,0,medium,0
4675,0.74,0.76,5,255,4,0,0,medium,0
2012,0.34,0.39,2,136,3,0,0,medium,0
2202,0.17,0.59,3,197,5,0,0,low,0
4337,0.72,0.67,5,219,3,0,0,low,0
503,0.11,0.87,7,282,5,0,0,low,1
4857,0.77,0.96,6,225,4,0,0,medium,0
3932,0.17,0.61,3,241,5,1,0,low,0
51,0.13,0.78,6,152,2,0,0,low,1
2961,0.63,0.89,4,246,3,0,0,medium,0
1000,0.37,0.5,2,131,3,0,0,medium,1
2017,0.9,0.66,3,231,3,0,0,medium,0
2956,0.88,0.59,5,230,3,0,0,medium,0
2285,0.67,0.54,2,136,2,0,0,medium,0
4039,0.79,0.73,5,155,3,0,0,medium,0
2704,0.76,0.93,3,271,5,0,0,low,0
2551,0.46,0.62,2,187,3,0,0,low,0
3631,0.97,0.53,4,195,4,0,0,low,0
2587,0.8,0.74,4,221,4,0,0,low,0
1884,0.37,0.54,2,157,3,0,0,low,1
91,0.4,0.5,2,130,3,0,0,low,1
3283,0.63,0.86,3,245,2,0,0,low,0
2751,0.91,0.67,2,255,4,0,0,low,0
2829,0.52,0.51,3,213,4,0,0,low,0
3301,0.73,0.68,5,190,2,0,0,medium,0
4865,0.91,0.99,3,188,3,1,0,medium,0
2392,0.87,0.65,4,246,2,1,0,low,0
3723,0.72,0.91,3,239,2,0,0,medium,0
2503,0.63,0.61,6,118,2,0,0,low,0
3486,0.56,0.75,4,192,2,0,0,low,0
3325,0.86,0.82,2,207,4,1,0,low,0
2370,0.48,0.69,4,245,3,0,0,medium,0
1605,0.87,0.94,5,219,5,0,0,low,1
3632,0.39,0.48,3,190,2,0,0,low,0
70,0.43,0.5,2,135,3,0,0,medium,1
1520,0.4,0.55,2,131,3,0,0,medium,1
2547,0.18,0.67,5,285,5,0,0,low,0
3970,0.57,0.56,3,224,2,0,0,high,0
2076,0.41,0.47,4,104,3,0,0,low,0
270,0.38,0.86,6,139,6,0,0,medium,1
559,0.43,0.55,2,136,3,0,0,low,1
3017,1.0,0.81,5,178,2,0,0,low,0
2302,0.91,0.61,2,272,2,0,0,low,0
3516,0.13,0.87,3,185,4,1,0,low,0
2338,0.57,0.48,4,161,3,0,0,medium,0
2767,0.8,0.54,4,269,3,0,0,medium,0
43,0.4,0.46,2,127,3,0,0,low,1
2563,0.49,0.95,4,156,2,0,0,medium,0
4306,0.77,0.64,3,254,3,0,0,medium,0
2748,0.67,0.99,4,247,3,1,0,low,0
3130,0.99,0.67,5,153,2,0,0,low,0
4559,0.8,0.83,4,183,2,1,1,low,0
3797,0.48,0.65,3,199,2,0,0,low,0
4513,0.54,0.92,4,228,3,0,1,medium,0
1452,0.78,0.86,5,260,6,0,0,low,1
3828,0.6,0.77,4,229,2,0,0,low,0
1281,0.36,0.48,2,148,3,1,0,medium,1
2992,0.9,0.77,3,156,3,0,0,medium,0
1302,0.46,0.48,2,161,3,0,0,low,1
4492,0.18,0.99,4,204,6,0,0,low,0
1783,0.73,1.0,4,268,5,0,0,medium,1
2419,0.73,0.72,4,197,3,0,0,low,0
1292,0.1,0.9,6,272,5,0,0,low,1
4501,0.58,0.71,4,145,3,1,1,medium,0
604,0.83,0.9,5,245,5,0,0,low,1
107,0.91,1.0,4,257,5,0,0,medium,1
4711,0.77,0.83,3,160,3,0,0,low,0
4797,0.69,0.91,5,205,2,0,0,low,0
3893,0.85,0.82,3,153,3,1,0,low,0
2640,0.77,0.75,4,223,3,0,0,medium,0
4332,0.96,0.9,4,246,3,0,0,low,0
1135,0.46,0.51,2,155,3,0,0,low,1
2002,0.82,0.67,2,202,3,0,0,low,0
2642,0.87,0.68,4,246,2,0,0,medium,0
773,0.31,0.77,4,149,3,0,0,medium,1
105,0.43,0.52,2,158,3,0,0,medium,1
3313,0.82,0.65,4,210,2,0,0,medium,0
2115,0.35,0.5,5,227,2,0,0,low,0
3626,0.59,0.9,3,245,3,1,0,low,0
1239,0.66,1.0,5,269,5,0,0,medium,1
3907,0.98,0.99,5,141,3,0,0,low,0
4089,0.79,0.67,4,152,3,0,0,medium,0
2785,0.17,0.93,3,218,4,0,0,low,0
4843,0.15,0.7,4,220,4,0,0,low,0
755,0.66,0.93,5,253,5,0,0,low,1
445,0.39,0.54,2,127,3,0,0,low,1
2134,0.62,0.59,3,128,3,0,0,medium,0
1266,0.1,0.92,6,285,4,0,0,low,1
2780,0.51,0.81,3,143,2,0,0,low,0
1350,0.87,0.85,5,221,6,0,0,medium,1
1753,0.1,0.95,6,264,5,0,0,medium,1
4545,0.85,0.5,4,159,2,0,1,medium,0
237,0.4,0.53,2,151,3,0,0,low,1
4830,0.83,0.77,3,171,3,0,0,low,0
4386,0.69,0.75,4,261,3,0,0,medium,0
2217,0.97,0.6,3,162,3,0,0,medium,0
3355,0.93,0.89,4,209,2,0,0,medium,0
1872,0.8,0.9,5,267,5,0,0,medium,1
2123,0.79,0.51,4,237,2,0,0,low,0
1734,0.42,0.52,2,160,3,0,0,low,1
3529,0.48,0.74,2,157,2,1,0,medium,0
4394,0.94,0.47,5,131,6,0,0,medium,0
1555,0.9,0.83,4,266,5,0,0,high,1
544,0.89,0.92,5,237,5,0,0,medium,1
2099,0.76,0.74,5,132,3,0,0,medium,0
3181,0.77,0.62,3,218,2,0,0,medium,0
3708,0.48,0.59,2,179,2,0,0,low,0
1009,0.87,0.9,4,256,5,0,0,high,1
953,0.09,0.94,6,308,4,0,0,low,1
4981,0.89,0.74,4,174,2,0,0,low,0
2331,0.3,0.44,3,129,2,0,0,medium,0
2981,0.75,0.58,4,270,3,0,0,low,0
1930,0.45,0.46,2,149,3,0,0,low,1
4436,0.95,0.65,5,182,3,0,0,low,0
3083,0.38,0.81,5,128,3,1,0,low,0
458,0.77,1.0,4,255,5,0,0,medium,1
3328,0.55,0.81,3,242,2,0,0,low,0
1194,0.73,0.97,5,217,6,0,0,medium,1
1162,0.11,0.94,7,302,4,0,0,medium,1
2729,0.55,0.49,3,152,2,0,0,medium,0
3185,0.6,0.83,3,230,3,0,0,medium,0
1453,0.72,0.86,5,251,5,0,0,low,1
1765,0.36,0.54,2,127,3,0,0,low,1
2493,0.62,0.66,4,143,3,0,0,medium,0
2242,0.96,1.0,5,162,3,0,0,low,0
1450,0.41,0.5,2,149,3,0,0,low,1
3029,0.8,0.69,3,164,3,0,0,medium,0
3295,0.5,0.7,3,188,2,0,0,low,0
4573,0.67,0.99,5,237,3,0,0,medium,0
1216,0.74,0.97,5,238,5,0,0,low,1
3206,0.23,0.52,5,236,4,0,0,low,0
3297,0.69,0.63,3,226,3,0,0,low,0
440,0.41,0.52,2,136,3,0,0,low,1
2500,0.13,0.67,3,181,4,0,0,low,0
2958,0.75,0.7,5,269,3,0,0,medium,0
2505,0.71,0.99,2,136,3,0,0,low,0
4845,0.66,0.96,4,103,2,0,0,low,0
3687,0.61,0.99,2,275,3,1,0,medium,0
3769,0.54,0.8,3,232,2,0,0,high,0
2581,0.86,0.93,5,208,2,0,0,low,0
2895,0.94,0.87,4,240,3,0,0,low,0
4626,0.78,0.67,4,260,3,0,0,medium,0
4199,0.96,0.78,2,284,3,0,0,medium,0
4157,0.74,0.67,5,140,3,0,0,medium,0
2488,0.82,0.68,2,285,2,0,0,medium,0
4455,0.81,0.61,4,142,4,0,0,low,0
1014,0.11,0.78,7,248,4,0,0,medium,1
856,0.42,0.56,2,156,3,0,0,medium,1
2851,0.91,0.85,4,203,2,0,0,low,0
2120,0.5,0.95,5,207,3,0,0,low,0
4867,0.95,0.69,4,207,2,1,0,low,0
216,0.36,0.51,2,155,3,0,0,low,1
4922,0.83,0.94,4,243,3,0,0,low,0
3096,0.91,0.98,3,259,4,0,0,low,0
3210,0.93,0.66,4,242,4,0,0,low,0
4965,0.64,0.71,3,231,4,0,0,medium,0
4693,0.48,0.81,5,113,3,0,0,medium,0
1680,0.43,0.55,2,159,3,0,0,low,1
4736,0.24,0.65,6,275,5,1,1,medium,0
283,0.83,0.92,5,267,6,0,0,low,1
657,0.79,0.86,5,235,5,0,0,medium,1
2051,0.58,0.84,5,228,3,0,0,medium,0
28,0.4,0.49,2,135,3,0,0,low,1
4063,0.68,0.51,2,196,3,0,0,low,0
1406,0.39,0.57,2,130,3,0,0,low,1
2131,0.76,0.68,4,189,2,1,0,medium,0
2770,0.76,0.4,2,122,5,0,0,low,0
781,0.44,0.65,3,271,4,0,0,low,1
3127,0.49,0.71,3,196,3,0,0,low,0
1456,0.45,0.55,2,155,3,0,0,low,1
25,0.4,0.53,2,158,3,0,0,low,1
1568,0.4,0.48,2,132,3,0,0,low,1
4549,0.86,0.56,4,247,3,0,1,high,0
4569,0.53,0.8,4,204,3,0,0,medium,0
322,0.82,0.84,5,244,5,0,0,low,1
2065,0.86,0.91,4,147,3,0,0,medium,0
181,0.4,0.47,2,146,3,0,0,medium,1
704,0.44,0.53,2,159,3,0,0,low,1
3501,0.75,0.92,3,192,3,0,0,medium,0
442,0.36,0.78,2,151,4,0,0,low,1
2203,0.14,0.64,5,164,5,0,0,low,0
4102,1.0,0.93,5,182,3,1,0,medium,0
2575,0.26,0.67,2,242,6,0,0,low,0
938,0.11,0.8,6,286,4,0,0,low,1
4302,0.87,0.93,4,268,2,0,0,low,0
849,0.1,0.81,6,301,4,1,0,medium,1
1540,0.83,0.92,4,235,5,0,0,low,1
4362,0.72,0.8,3,158,3,0,0,medium,0
4183,0.74,0.91,5,135,3,0,0,medium,0
4301,0.69,0.97,5,105,4,0,0,low,0
126,0.11,0.92,6,260,4,0,0,low,1
2393,0.19,0.98,5,226,4,1,0,low,0
3215,0.93,0.94,4,156,3,1,0,low,0
